NaN,NaN,NaN,NaN,11.17505636,12.03279989,11.61330725,12.15543655,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,9.445,10.89285714,10.22816092,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,13.0216854,11.72,11.14634328,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,5.7,8.466666667,11.71428571,10.74924242,16.3,NaN,NaN,0.9,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,5.9,6.441666667,10.88333333,13.35,10.2877193,10.65,14.93333333,8.9,8.16,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,7.1,10.7,7.625,8.76,8.535483871,7.1,7.6625,8.028571429,16.2,NaN,NaN,NaN,NaN,NaN
NaN,NaN,5.95,7.4125,7.51,5.75,10.05,9.445,9.6,15.7,15.025,16.1,NaN,NaN,NaN,NaN,NaN
NaN,5.4,8.466666667,11.65,11.08,7.566666667,10.12,8.9725,16.1,12.95,13.86666667,NaN,NaN,NaN,NaN,NaN,NaN
NaN,9.9,6.333333333,10.96,13.8,7.385714286,8.84,9.13627451,15.8,12.4,16.1,NaN,NaN,NaN,NaN,NaN,NaN
NaN,7.875,10.9,11.15,15.6,15.8,7.825,9.147727273,7.025,10.23333333,13.82,NaN,NaN,NaN,NaN,NaN,NaN
NaN,9.35,7.82,8.425,15.2,7.15,6.281818182,9.271212121,11.5,11.75,15.9,12.63333333,NaN,NaN,16.3,NaN,NaN
NaN,7.2,7.583333333,12.83333333,14.6,6.65,7.325,8.675,8.025,16.6,16.2,9.5,15.15,16,17,NaN,NaN
13.2,8.275,12.85,14.4,14.3,9.85,6,8.987068966,6.985714286,16.66666667,17.1,17.7,16.65,16.06666667,18.3,NaN,NaN
10.26666667,8.966666667,12.9,14.6,15.1,14.6,15.9,8.994927536,8.616666667,NaN,NaN,NaN,18.25,16.725,NaN,NaN,NaN
11.9,8.783333333,13.6,14,14.7,15.1,15.4,8.60326087,6.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11.225,8.82,9.066666667,14.6,15,8.7,7.114285714,10.05128205,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11.15,10.4,8.9125,8.5,14.3,11,8.675,10.01349206,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12.3,12.2,8.6,8.5,6.76,7.055555556,8.533333333,10.58425926,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12,11.8,11.5,9.366666667,9.1,8.625,14.8,9.017391304,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11.7,12.1,12.1,10.75,8.488888889,7.783333333,8.55,8.578846154,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11.7,12.2,12.6,12.1,9.15,12.2,12.5,9.365217391,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7.4,NaN,NaN,8,8,NaN,11,8.338666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
